cms_txn_sk,sales_cust_id,sales_tran_id,sales_order_id,sales_item_quantity,sales_order_dt,cms_store_sk,sales_store_id,sales_store_name,sales_channel,sales_region_name,cms_product_sk,sales_product_id,sales_product_name,sales_product_desc,sales_prd_style_id,sales_prd_style_name,sales_prd_style_desc,sales_prd_color_id,sales_prd_color_shade_name,sales_prd_size_id,sales_prd_size_name,sales_prd_fit,sales_prd_category_id,sales_prd_category_name,sales_prd_brand_id,sales_prd_brand_name,sales_csat,sales_sell_price,sales_discount_amt,promoter,detractor,passive,sales_launch_date,premium_prd,ship_mode,payment_preference,insert_dt,last_modified_dt,insert_by,last_modified_by,job_id,batch_id
64,TB-21055,txn058,CA-2017-111682,6,2020-07-11,171,Store_025,Store025,Delivery,East,115,FUR-CH-10003968,Novimex Turbo Task Chair,null,3,Hip-Hop,null,4,Light,3,Large,Slim,CAT001,Furniture,null,Godsub,10,319.41,30.527568,1,0,0,2019-11-16,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
65,TB-21055,txn059,CA-2017-111682,10,2020-07-11,171,Store_025,Store025,Delivery,East,1058,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",null,2,Formal,null,2,Light,1,Small,Relaxed,CAT002,Office Supplies,null,Beautify,10,14.56,2.271761226,1,0,0,2019-12-14,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
66,TB-21055,txn060,CA-2017-111682,2,2020-07-11,171,Store_025,Store025,Delivery,East,1516,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,null,1,Formal,null,2,Light,2,Large,Regular,CAT003,Technology,null,Trust Nom,8,30.0,6.45267376,0,0,1,2019-10-25,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
67,TB-21055,txn061,CA-2017-111682,6,2020-07-11,171,Store_025,Store025,Delivery,East,691,OFF-BI-10001460,Plastic Binding Combs,null,4,Formal,null,4,Bright,2,Medium,Slim,CAT002,Office Supplies,null,Redash,8,48.48,5.236100231,0,0,1,2019-11-30,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
68,TB-21055,txn062,CA-2017-111682,5,2020-07-11,171,Store_025,Store025,Delivery,East,530,OFF-AR-10001868,Prang Dustless Chalk Sticks,null,4,Hip-Hop,null,3,Bright,2,Medium,Slim,CAT002,Office Supplies,null,Beautify,9,1.68,0.285999646,1,0,0,2019-12-07,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
69,KM-16720,txn063,CA-2016-135545,10,2020-07-11,202,Store_026,Store026,Delivery,West,1583,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",null,3,Formal,null,3,Dark,1,Extra Large,Regular,CAT003,Technology,null,Beautify,10,13.98,0.920749017,1,0,0,2019-10-20,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
70,KM-16720,txn064,CA-2016-135545,5,2020-07-11,202,Store_026,Store026,Delivery,West,676,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",null,3,Hip-Hop,null,4,Bright,1,Xtra Small,Slim,CAT002,Office Supplies,null,Bounce,9,25.824,6.282196413,1,0,0,2019-11-10,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
71,KM-16720,txn065,CA-2016-135545,8,2020-07-11,202,Store_026,Store026,Delivery,West,1234,OFF-PA-10003892,Xerox 1943,null,2,Formal,null,5,Bright,2,Xtra Small,Relaxed,CAT002,Office Supplies,null,Lifestyle,6,146.73,13.0811008,0,1,0,2019-11-02,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
72,KM-16720,txn066,CA-2016-135545,3,2020-07-11,202,Store_026,Store026,Delivery,West,153,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,null,3,Casual,null,3,Dark,3,Xtra Small,Relaxed,CAT001,Furniture,null,Aerodyne,10,79.76,16.67058446,1,0,0,2019-10-18,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
73,PS-18970,txn067,US-2016-164175,4,2020-07-11,244,Store_027,Store027,Curbside,Central,66,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",null,3,Party,null,1,Other,1,Xtra Small,Tapered,CAT001,Furniture,null,Bounce,9,213.115,22.64281738,1,0,0,2019-10-08,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
74,BS-11590,txn068,CA-2015-106376,10,2020-07-11,246,Store_028,Store028,Online,West,556,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",null,2,Party,null,3,Dark,1,Large,Relaxed,CAT002,Office Supplies,null,Bounce,10,1113.024,241.1209436,1,0,0,2020-07-11,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
75,BS-11590,txn069,CA-2015-106376,10,2020-07-11,246,Store_028,Store028,Online,West,1777,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,null,4,Hip-Hop,null,1,Light,3,Medium,Tapered,CAT003,Technology,null,Bounce,10,167.968,39.96252431,1,0,0,2020-04-04,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
76,KD-16270,txn070,CA-2017-119823,1,2020-07-11,156,Store_029,Store029,Delivery,South,1047,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",null,3,Casual,null,1,Light,1,Small,Regular,CAT002,Office Supplies,null,Murphy,10,75.88,6.422453193,1,0,0,2019-12-28,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
77,HM-14980,txn071,CA-2017-106075,4,2020-07-11,72,Store_030,Store030,Delivery,East,831,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,null,4,Formal,null,3,Dark,1,Medium,Slim,CAT002,Office Supplies,null,Respont,9,4.616,0.086728488,1,0,0,2019-10-20,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
78,TB-21520,txn072,CA-2018-114440,5,2020-07-11,168,Store_031,Store031,Delivery,Central,1273,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",null,3,Casual,null,1,Other,2,Large,Tapered,CAT002,Office Supplies,null,Murphy,9,19.05,1.379557972,1,0,0,2019-11-30,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
79,JE-15745,txn073,US-2016-134026,8,2020-07-11,284,Store_032,Store032,Delivery,South,57,FUR-CH-10000513,High-Back Leather Manager's Chair,null,3,Formal,null,3,Other,3,Medium,Regular,CAT001,Furniture,null,Murphy,9,831.936,0.53749373,1,0,0,2019-10-05,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
80,JE-15745,txn074,US-2016-134026,2,2020-07-11,284,Store_032,Store032,Delivery,South,267,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",null,3,Party,null,4,Bright,2,Small,Tapered,CAT001,Furniture,null,Aerodyne,10,97.04,8.945978602,1,0,0,2019-11-02,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
81,JE-15745,txn075,US-2016-134026,1,2020-07-11,284,Store_032,Store032,Delivery,South,1402,OFF-ST-10004123,Safco Industrial Wire Shelving System,null,3,Formal,null,5,Other,3,Xtra Small,Regular,CAT002,Office Supplies,null,Beautify,9,72.784,3.475106167,1,0,0,2019-11-02,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
82,KB-16600,txn076,US-2018-118038,3,2020-07-11,290,Store_017,Store017,Online,Central,808,OFF-BI-10004182,Economy Binders,null,4,Hip-Hop,null,2,Bright,1,Small,Regular,CAT002,Office Supplies,null,Respont,7,1.248,0.071987779,0,0,1,2020-02-29,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
83,KB-16600,txn077,US-2018-118038,6,2020-07-11,290,Store_017,Store017,Online,Central,147,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",null,2,Party,null,2,Other,2,Xtra Small,Regular,CAT001,Furniture,null,Trust Nom,8,9.708,2.292160736,0,0,1,2019-11-16,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
84,KB-16600,txn078,US-2018-118038,1,2020-07-11,290,Store_017,Store017,Online,Central,1304,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",null,2,Hip-Hop,null,3,Dark,2,Large,Tapered,CAT002,Office Supplies,null,Trust Nom,8,27.24,0.270983811,0,0,1,2019-10-09,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
85,JE-15745,txn079,US-2015-147606,9,2020-07-11,295,Store_033,Store033,Delivery,Central,250,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",null,2,Party,null,2,Other,3,Extra Large,Regular,CAT001,Furniture,null,Beautify,7,19.3,3.542958372,0,0,1,2019-12-21,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
86,SC-20770,txn080,CA-2017-127208,9,2020-07-11,343,Store_034,Store034,Online,South,416,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",null,1,Party,null,3,Bright,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Beautify,8,208.16,25.05065181,0,0,1,2019-11-30,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
87,SC-20770,txn081,CA-2017-127208,9,2020-07-11,343,Store_034,Store034,Online,South,731,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,null,4,Party,null,3,Dark,3,Large,Regular,CAT002,Office Supplies,null,Bounce,4,16.74,1.30611669,0,1,0,2019-10-21,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
88,DN-13690,txn082,CA-2015-139451,7,2020-07-11,19,Store_035,Store035,Delivery,West,541,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",null,3,Formal,null,5,Light,2,Medium,Slim,CAT002,Office Supplies,null,Aerospace,10,14.9,1.075603083,1,0,0,2019-10-19,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
89,DN-13690,txn083,CA-2015-139451,5,2020-07-11,19,Store_035,Store035,Delivery,West,1364,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",null,4,Party,null,1,Other,1,Large,Slim,CAT002,Office Supplies,null,Bounce,8,21.39,3.474216669,0,0,1,2019-11-02,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
90,JC-16105,txn084,CA-2016-149734,5,2020-07-11,79,Store_036,Store036,Online,South,849,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,null,4,Hip-Hop,null,1,Bright,1,Small,Slim,CAT002,Office Supplies,null,Bostel,9,200.984,42.14664144,1,0,0,2019-11-11,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
91,CS-12400,txn085,US-2018-119662,6,2020-07-11,26,Store_037,Store037,Curbside,Central,1394,OFF-ST-10003656,Safco Industrial Wire Shelving,null,1,Casual,null,3,Other,3,Xtra Small,Regular,CAT002,Office Supplies,null,Bounce,8,230.376,21.66645962,0,0,1,2020-04-04,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
92,PO-18865,txn086,CA-2018-140088,3,2020-07-11,120,Store_038,Store038,Delivery,South,64,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,null,2,Party,null,2,Other,2,Large,Relaxed,CAT001,Furniture,null,Aerospace,10,301.96,56.30269186,1,0,0,2019-12-07,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
93,PG-18895,txn087,CA-2018-155558,3,2020-07-11,274,Store_039,Store039,Delivery,Central,1509,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,null,1,Party,null,3,Dark,1,Xtra Small,Regular,CAT003,Technology,null,Aerodyne,9,19.99,0.359776511,1,0,0,2019-11-03,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
94,PG-18895,txn088,CA-2018-155558,4,2020-07-11,274,Store_039,Store039,Delivery,Central,943,OFF-LA-10000134,Avery 511,null,1,Hip-Hop,null,5,Dark,2,Small,Regular,CAT002,Office Supplies,null,Beautify,10,6.16,0.525897347,1,0,0,2019-12-08,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
95,GM-14455,txn089,CA-2017-159695,8,2020-07-11,55,Store_015,Store015,Curbside,Central,1387,OFF-ST-10003442,Eldon Portable Mobile Manager,null,2,Party,null,4,Bright,2,Extra Large,Slim,CAT002,Office Supplies,null,Aerodyne,6,158.368,5.500117997,0,1,0,2019-11-10,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
96,JS-15685,txn090,CA-2017-109806,9,2020-07-11,358,Store_002,Store002,Online,West,631,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,null,1,Party,null,5,Bright,1,Small,Relaxed,CAT002,Office Supplies,null,Bounce,9,20.1,4.074263701,1,0,0,2019-12-08,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
97,JS-15685,txn091,CA-2017-109806,4,2020-07-11,358,Store_002,Store002,Online,West,1821,TEC-PH-10004093,Panasonic Kx-TS550,null,4,Party,null,4,Dark,2,Extra Large,Regular,CAT003,Technology,null,Trust Nom,9,73.584,1.497440577,1,0,0,2019-11-23,N,Same Day,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
98,JS-15685,txn092,CA-2017-109806,7,2020-07-11,358,Store_002,Store002,Online,West,1035,OFF-PA-10000304,Xerox 1995,null,4,Party,null,2,Other,2,Small,Regular,CAT002,Office Supplies,null,Murphy,8,6.48,0.755878721,0,0,1,2020-01-07,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
99,KB-16315,txn093,CA-2016-149587,6,2020-07-11,303,Store_040,Store040,Delivery,Central,1204,OFF-PA-10003177,Xerox 1999,null,2,Formal,null,1,Bright,1,Small,Regular,CAT002,Office Supplies,null,Canany,10,12.96,2.607028675,1,0,0,2019-10-05,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
100,KB-16315,txn094,CA-2016-149587,8,2020-07-11,303,Store_040,Store040,Delivery,Central,272,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",null,2,Hip-Hop,null,4,Light,3,Small,Relaxed,CAT001,Furniture,null,Beautify,9,53.34,1.400390671,1,0,0,2019-11-17,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
101,KB-16315,txn095,CA-2016-149587,6,2020-07-11,303,Store_040,Store040,Delivery,Central,751,OFF-BI-10002852,Ibico Standard Transparent Covers,null,1,Hip-Hop,null,3,Dark,2,Xtra Small,Relaxed,CAT002,Office Supplies,null,Murphy,8,32.96,4.684942919,0,0,1,2019-10-07,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
102,RB-19705,txn096,US-2018-109484,4,2020-07-11,143,Store_041,Store041,Curbside,West,835,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,null,1,Hip-Hop,null,3,Light,2,Extra Large,Relaxed,CAT002,Office Supplies,null,Murphy,8,5.682,0.311742292,0,0,1,2019-12-22,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
103,PN-18775,txn097,CA-2018-161018,10,2020-07-11,72,Store_030,Store030,Curbside,East,159,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,null,1,Formal,null,5,Dark,2,Large,Slim,CAT001,Furniture,null,Bounce,10,96.53,6.747282302,1,0,0,2019-10-12,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
104,KD-16345,txn098,CA-2018-157833,2,2020-07-11,19,Store_035,Store035,Delivery,West,707,OFF-BI-10001721,Trimflex Flexible Post Binders,null,2,Formal,null,2,Other,3,Large,Slim,CAT002,Office Supplies,null,Beautify,8,51.312,1.143153676,0,0,1,2019-10-19,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
105,ER-13855,txn099,CA-2017-149223,7,2020-07-11,252,Store_042,Store042,Online,Central,385,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,null,4,Hip-Hop,null,3,Light,3,Xtra Small,Slim,CAT002,Office Supplies,null,Lifestyle,6,77.88,9.756089829,0,1,0,2019-10-04,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
106,RB-19465,txn100,CA-2017-158568,7,2020-07-11,244,Store_027,Store027,Curbside,Central,1207,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,null,4,Casual,null,2,Bright,3,Xtra Small,Slim,CAT002,Office Supplies,null,Beautify,10,64.624,6.221301328,1,0,0,2020-01-18,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
107,RB-19465,txn101,CA-2017-158568,9,2020-07-11,244,Store_027,Store027,Curbside,Central,1502,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,null,3,Formal,null,4,Dark,3,Extra Large,Tapered,CAT003,Technology,null,Beautify,7,95.976,7.701883588,0,0,1,2019-10-05,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
108,RB-19465,txn102,CA-2017-158568,5,2020-07-11,244,Store_027,Store027,Curbside,Central,742,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,null,4,Formal,null,5,Light,2,Extra Large,Tapered,CAT002,Office Supplies,null,Bounce,10,1.788,0.267456607,1,0,0,2019-10-31,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
109,GZ-14470,txn103,CA-2017-129903,6,2020-07-11,274,Store_039,Store039,Delivery,Central,1243,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),null,1,Party,null,5,Light,2,Extra Large,Tapered,CAT002,Office Supplies,null,Beautify,7,23.92,1.530867776,0,0,1,2019-10-27,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
110,LC-16870,txn104,US-2016-156867,5,2020-07-11,363,Store_043,Store043,Delivery,West,1496,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,null,1,Party,null,5,Bright,1,Large,Relaxed,CAT003,Technology,null,Beautify,9,238.896,23.7190519,1,0,0,2019-11-16,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
111,LC-16870,txn105,US-2016-156867,3,2020-07-11,363,Store_043,Store043,Delivery,West,283,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",null,1,Hip-Hop,null,1,Other,2,Large,Relaxed,CAT001,Furniture,null,Murphy,8,102.36,15.53927239,0,0,1,2019-12-10,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
112,LC-16870,txn106,US-2016-156867,3,2020-07-11,363,Store_043,Store043,Delivery,West,746,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",null,2,Hip-Hop,null,1,Dark,2,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,8,36.882,2.508266424,0,0,1,2019-10-11,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
113,JM-15250,txn107,CA-2018-119004,1,2020-07-11,1,Store_044,Store044,Delivery,South,1557,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,null,2,Formal,null,4,Bright,3,Medium,Slim,CAT003,Technology,null,Trust Nom,9,74.112,14.63048436,1,0,0,2019-10-06,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
114,JM-15250,txn108,CA-2018-119004,8,2020-07-11,1,Store_044,Store044,Delivery,South,1782,TEC-PH-10002844,Speck Products Candyshell Flip Case,null,3,Formal,null,5,Dark,3,Xtra Small,Slim,CAT003,Technology,null,Bounce,9,27.992,4.982806415,1,0,0,2019-11-30,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
115,JM-15250,txn109,CA-2018-119004,9,2020-07-11,1,Store_044,Store044,Delivery,South,481,OFF-AR-10000390,Newell Chalk Holder,null,3,Formal,null,1,Dark,1,Medium,Tapered,CAT002,Office Supplies,null,Renow,8,3.304,0.226275683,0,0,1,2019-11-17,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
116,PA-19060,txn110,CA-2016-129476,5,2020-07-11,308,Store_045,Store045,Curbside,Central,1473,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,null,1,Hip-Hop,null,3,Light,2,Large,Regular,CAT003,Technology,null,Bounce,8,339.96,66.25608911,0,0,1,2019-10-04,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
117,CV-12805,txn111,CA-2018-146780,10,2020-07-11,88,Store_046,Store046,Online,East,202,FUR-FU-10001934,Magnifier Swing Arm Lamp,null,2,Hip-Hop,null,1,Bright,2,Xtra Small,Slim,CAT001,Furniture,null,Renow,10,41.96,5.786806573,1,0,0,2019-11-02,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
118,CL-12565,txn112,CA-2017-128867,8,2020-07-11,242,Store_047,Store047,Delivery,Central,480,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",null,2,Party,null,4,Light,3,Medium,Slim,CAT002,Office Supplies,null,Murphy,9,75.96,15.04002585,1,0,0,2019-11-09,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
119,CL-12565,txn113,CA-2017-128867,6,2020-07-11,242,Store_047,Store047,Delivery,Central,796,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",null,2,Hip-Hop,null,2,Other,3,Xtra Small,Regular,CAT002,Office Supplies,null,Trust Nom,9,27.24,4.894982855,1,0,0,2019-11-08,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
120,RC-19960,txn114,CA-2015-115259,10,2020-07-11,182,Store_048,Store048,Delivery,East,906,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",null,4,Casual,null,4,Other,3,Small,Slim,CAT002,Office Supplies,null,Respont,8,40.096,5.7753992,0,0,1,2019-10-25,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
121,RC-19960,txn115,CA-2015-115259,6,2020-07-11,182,Store_048,Store048,Delivery,East,869,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",null,1,Party,null,2,Bright,3,Large,Tapered,CAT002,Office Supplies,null,Respont,10,4.72,1.13294894,1,0,0,2019-10-27,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
122,RC-19960,txn116,CA-2015-115259,10,2020-07-11,182,Store_048,Store048,Delivery,East,1282,OFF-PA-10004965,Xerox 1921,null,4,Formal,null,4,Other,1,Medium,Tapered,CAT002,Office Supplies,null,Murphy,7,23.976,4.409323166,0,0,1,2020-02-29,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
123,RC-19960,txn117,CA-2015-115259,3,2020-07-11,182,Store_048,Store048,Delivery,East,867,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",null,2,Party,null,4,Light,1,Extra Large,Regular,CAT002,Office Supplies,null,Aerodyne,10,130.464,21.69066651,1,0,0,2019-10-27,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
124,DK-13090,txn118,CA-2016-110457,4,2020-07-11,162,Store_006,Store006,Delivery,West,332,FUR-TA-10001768,Hon Racetrack Conference Tables,null,3,Party,null,5,Other,3,Xtra Small,Tapered,CAT001,Furniture,null,Respont,10,787.53,172.8631381,1,0,0,2019-10-26,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
125,GG-14650,txn119,US-2016-136476,3,2020-07-11,207,Store_049,Store049,Online,South,778,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,null,2,Party,null,1,Dark,2,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,8,157.794,15.41865515,0,0,1,2020-02-09,Y,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
